OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,DateModif,lon,lat,x,y
382,Curbside Bus Stop only (no shelter),BUS,21750,MD,Hancock, ,434 East Main Street, ,HNK,"Hancock, MD", , ,2023-06-14T02:06:44,-78.154315,39.695275,-78.154315000026,39.6952750001774
383,Station Building (with waiting room),BUS,77011,TX,Houston, ,7000 Harrisburg Blvd,Greyhound Terminal,HOG,"Houston, TX",Greyhound Terminal, ,2023-12-14T07:00:00,-95.302025,29.735485,-95.302025000289,29.7354849999973
384,Station Building (with waiting room),TRAIN,33021,FL,Hollywood, ,3001 Hollywood Boulevard, ,HOL,"Hollywood, FL", , ,2017-11-12T04:06:12,-80.167884,26.011641,-80.1678840004112,26.0116409998994
385,Station Building (with waiting room),TRAIN,49423,MI,Holland, ,171 Lincoln Avenue, ,HOM,"Holland, MI", , ,2017-11-12T04:06:12,-86.096553,42.791096,-86.0965529998555,42.791095999878
386,Station Building (with waiting room),BUS,97031,OR,Hood River, ,110 Railroad Street, ,HOO,"Hood River, OR", ,"Bingen-White Salmon,White Salmon",2018-09-27T07:04:50,-121.51162,45.709641,-121.511620000308,45.7096409998523
387,Station Building (with waiting room),TRAIN,71801,AR,Hope, ,100 East Division Street, ,HOP,"Hope, AR", , ,2017-11-06T07:05:04,-93.592247,33.668913,-93.5922469996561,33.6689129996349
388,Station Building (with waiting room),TRAIN,77002,TX,Houston, ,902 Washington Avenue,Amtrak Station,HOS,"Houston, TX",Amtrak Station, ,2018-12-22T07:03:26,-95.367526,29.767245,-95.3675259996921,29.7672450001916
389,Station Building (with waiting room),TRAIN,27260,NC,High Point, ,100 West High Avenue, ,HPT,"High Point, NC", , ,2017-11-12T04:06:14,-80.006097,35.957128,-80.0060970000247,35.9571279997779
390,Curbside Bus Stop only (no shelter),BUS,97906,OR,Harper, ,3459 U.S. Highway 20, ,HRP,"Harper, OR", , ,2018-09-27T04:05:09,-117.605297,43.855307,-117.605296999715,43.8553070000233
391,Curbside Bus Stop only (no shelter),BUS,95521,CA,Arcata, ,L K Wood Boulevard,Cal Poly Humboldt,HSU,"Arcata, CA",Cal Poly Humboldt,Humboldt State University,2022-03-04T07:04:02,-124.081496,40.873347,-124.081496000111,40.8733469999165
392,Platform with Shelter,TRAIN,08037,NJ,Hammonton, ,Egg Harbor Road & Line Street, ,HTN,"Hammonton, NJ", , ,2018-09-27T04:05:09,-74.79934,39.631317,-74.7993400002431,39.6313170002096
393,Station Building (with waiting room),TRAIN,12534,NY,Hudson, ,69 South Front Street, ,HUD,"Hudson, NY", , ,2017-11-12T04:06:14,-73.797729,42.253891,-73.7977290001797,42.2538910000798
394,Station Building (with waiting room),TRAIN,25701,WV,Huntington, ,1050 8th Avenue, ,HUN,"Huntington, WV", , ,2017-11-12T04:06:15,-82.439735,38.41582,-82.4397349997088,38.41581999988
395,Station Building (with waiting room),TRAIN,67501,KS,Hutchinson, ,North Walnut Street & East 3rd Avenue, ,HUT,"Hutchinson, KS", , ,2017-11-12T04:06:15,-97.931522,38.055712,-97.9315220004467,38.0557120000209
396,Curbside Bus Stop only (no shelter),BUS,28532,NC,Havelock, ,201 Tourist Center Drive, ,HVL,"Havelock, NC", , ,2018-09-27T07:04:50,-76.926115,34.891191,-76.9261149999569,34.8911909999923
397,Curbside Bus Stop only (no shelter),BUS,49329,MI,Howard City, ,117 West Williams Street, ,HWC,"Howard City, MI", , ,2018-09-27T04:05:09,-85.469631,43.398305,-85.4696309999193,43.3983050002155
398,Curbside Bus Stop only (no shelter),BUS,92201,CA,Indio, ,82120 Highway 111, ,IDO,"Indio, CA", , ,2018-09-29T04:04:52,-116.233132,33.714863,-116.233131999575,33.7148630001898
399,Platform only (no shelter),TRAIN,64050,MO,Independence, ,600 South Grand Avenue, ,IDP,"Independence, MO", , ,2024-09-19T02:06:47,-94.429711,39.086917,-94.4297110002157,39.0869170002418
400,Curbside Bus Stop only (no shelter),BUS,15705,PA,Indiana, ,711 Pratt Drive,Indiana University of Penn,INA,"Indiana, PA",Indiana University of Penn, ,2019-09-05T07:03:22,-79.160006,40.61314,-79.1600059998879,40.6131399998362
401,Station Building (with waiting room),TRAIN,46225,IN,Indianapolis, ,350 South Illinois Street, ,IND,"Indianapolis, IN", , ,2017-11-06T07:05:06,-86.160423,39.761984,-86.1604230000624,39.7619840002784
402,Station Building (with waiting room),TRAIN,92618,CA,Irvine, ,15215 Barranca Parkway, ,IRV,"Irvine, CA", , ,2018-09-14T04:04:59,-117.733695,33.656771,-117.733694999905,33.6567710001309
403,Station Building (with waiting room),TRAIN,39201,MS,Jackson, ,300 West Capitol Street, ,JAN,"Jackson, MS", , ,2017-11-06T07:05:06,-90.190936,32.300808,-90.1909360001013,32.3008079999497
404,Station Building (with waiting room),TRAIN,32209,FL,Jacksonville, ,3570 Clifford Lane, ,JAX,"Jacksonville, FL", , ,2017-11-06T07:05:06,-81.723893,30.365601,-81.7238929999643,30.365600999981
405,Platform with Shelter,TRAIN,65101,MO,Jefferson City, ,101 Jefferson Street, ,JEF,"Jefferson City, MO", , ,2019-10-03T04:03:15,-92.169906,38.57887,-92.1699060001447,38.5788700003365
406,Station Building (with waiting room),BUS,28540,NC,Jacksonville, ,1300 North Marine Boulevard, ,JNC,"Jacksonville, NC", ,Swansboro,2022-07-15T07:04:17,-77.40727,34.76693,-77.407270000023,34.7669299997856
407,Curbside Bus Stop only (no shelter),BUS,93529,CA,June Lake, ,Junction U.S. Highway 395 & State Highway 158, ,JNL,"June Lake, CA", , ,2020-02-07T04:11:32,-119.053991,37.812766,-119.053990999758,37.8127659996636
408,Curbside Bus Stop only (no shelter),BUS,53038,WI,Johnson Creek, ,575 Linmar Lane, ,JOC,"Johnson Creek, WI", , ,2022-03-16T07:04:11,-88.763099,43.089988,-88.7630989998838,43.0899879998307
409,Station Building (with waiting room),TRAIN,60432,IL,Joliet, ,90 East Jefferson Street, ,JOL,"Joliet, IL", , ,2018-09-29T04:04:52,-88.078731,41.524647,-88.0787309996612,41.5246470002791
410,Station Building (with waiting room),TRAIN,31545,GA,Jesup, ,176 Northwest Broad Street, ,JSP,"Jesup, GA", , ,2017-11-12T04:06:49,-81.882173,31.605589,-81.8821729999395,31.6055889996295
411,Station Building (with waiting room),TRAIN,15901,PA,Johnstown, ,47 Walnut Street, ,JST,"Johnstown, PA", , ,2017-11-12T04:06:49,-78.921996,40.329689,-78.9219959999212,40.3296890002493
412,Curbside Bus Stop only (no shelter),BUS,97911,OR,Juntura, ,5838 U.S. Highway 20, ,JTR,"Juntura, OR", , ,2018-07-12T07:04:31,-118.080077,43.745252,-118.080077000265,43.7452519998236
413,Station Building (with waiting room),BUS,53545,WI,Janesville, ,3120 North Pontiac Drive, ,JVL,"Janesville, WI", , ,2018-09-28T04:04:50,-88.988186,42.719995,-88.9881859996666,42.7199950002997
414,Station Building (with waiting room),TRAIN,49201,MI,Jackson, ,501 East Michigan Avenue, ,JXN,"Jackson, MI", , ,2017-11-12T04:06:50,-84.39967,42.248113,-84.3996699998174,42.2481130000062
415,Station Building (with waiting room),TRAIN,49007,MI,Kalamazoo, ,459 North Burdick Street, ,KAL,"Kalamazoo, MI", , ,2017-11-12T04:06:50,-85.584018,42.295255,-85.5840179999788,42.2952550003258
416,Station Building (with waiting room),TRAIN,28081,NC,Kannapolis, ,201 South Main Street, ,KAN,"Kannapolis, NC", , ,2017-11-11T04:06:15,-80.624928,35.496172,-80.624927999961,35.4961720001307
417,Station Building (with waiting room),TRAIN,64108,MO,Kansas City, ,30 West Pershing Road,Union Station,KCY,"Kansas City, MO",Union Station,Union Station,2018-09-14T07:04:48,-94.585129,39.084576,-94.5851290000351,39.0845760003357
418,Station Building (with waiting room),TRAIN,61443,IL,Kewanee, ,210 West Third Street, ,KEE,"Kewanee, IL", , ,2018-09-14T04:05:00,-89.927544,41.245765,-89.9275440002722,41.2457650001478
419,Station Building (with waiting room),TRAIN,98626,WA,Kelso, ,501 South First Avenue, ,KEL,"Kelso-Longview, WA", ,Longview,2017-11-06T07:05:08,-122.913016,46.142264,-122.91301600013,46.1422640002603
420,Station Building (with waiting room),TRAIN,97601,OR,Klamath Falls, ,1600 Oak Avenue, ,KFS,"Klamath Falls, OR", , ,2017-11-06T07:05:08,-121.771952,42.225509,-121.771951999614,42.2255089996863
421,Curbside Bus Stop only (no shelter),BUS,93930,CA,King City, ,1350 Broadway Circle, ,KGC,"King City, CA", , ,2018-09-29T04:04:52,-121.136344,36.202547,-121.136343999651,36.2025469999675
422,Curbside Bus Stop only (no shelter),BUS,98346,WA,Kingston, ,11264 State Route 104,Washington State Ferry dock,KGE,"Kingston - Eastbound, WA",Washington State Ferry dock, ,2019-02-16T07:03:16,-122.496288,47.796069,-122.496287999765,47.796068999784
423,Curbside Bus Stop only (no shelter),BUS,49649,MI,Kingsley, ,119 East Main Street (Hwy 113), ,KGS,"Kingsley, MI", , ,2018-09-27T04:05:10,-85.535201,44.584797,-85.5352009998176,44.5847970001221
424,Curbside Bus Stop only (no shelter),BUS,98346,WA,Kingston, ,10960 State Route 104,Henery Hardware,KGW,"Kingston - Westbound, WA",Henery Hardware, ,2019-02-16T07:03:16,-122.500484,47.802025,-122.500483999914,47.8020250000969
425,Station Building (with waiting room),BUS,76541,TX,Killeen, ,200 East Avenue C, ,KIL,"Killeen, TX", , ,2018-09-27T04:05:11,-97.728617,31.121152,-97.7286170002618,31.1211519997312
426,Station Building (with waiting room),TRAIN,02892,RI,West Kingston, ,1 Railroad Avenue, ,KIN,"Kingston, RI", , ,2018-02-18T04:04:48,-71.560597,41.483959,-71.5605969999761,41.4839590000338
427,Station Building (with waiting room),TRAIN,34741,FL,Kissimmee, ,111 East Dakin Avenue, ,KIS,"Kissimmee, FL", , ,2017-11-11T04:06:17,-81.404234,28.293835,-81.4042340000316,28.2938349998717
428,Station Building (with waiting room),TRAIN,60901,IL,Kankakee, ,199 South East Avenue, ,KKI,"Kankakee, IL", , ,2017-11-11T04:06:18,-87.86543,41.119259,-87.8654299997123,41.1192589996637
429,Curbside Bus Stop only (no shelter),BUS,05751,VT,Killington, ,228 East Mountain Road, ,KLT,"Killington, VT", , ,2018-09-27T07:04:51,-72.794305,43.627005,-72.7943050004469,43.6270049998515
430,Station Building (with waiting room),BUS,28504,NC,Kinston, ,101 East New Bern Road, ,KNC,"Kinston, NC", , ,2018-09-27T07:04:51,-77.584478,35.243706,-77.584477999803,35.2437060001867
431,Station Building (with waiting room),TRAIN,86401,AZ,Kingman, ,402 Andy Devine, ,KNG,"Kingman, AZ", , ,2017-11-11T04:06:18,-114.052816,35.188279,-114.052816000369,35.1882789999287
432,Curbside Bus Stop only (no shelter),BUS,49752,MI,Kinross Charter Twp, ,6737 M-80, ,KNS,"Kinross Charter Twp, MI", , ,2022-08-15T07:04:38,-84.506535,46.273752,-84.5065349999645,46.2737519998993
433,Curbside Bus Stop only (no shelter),BUS,21638,MD,Grasonville, ,3206 Main Street, ,KNT,"Kent Island-Grasonville, MD", ,Grasonville,2018-10-17T04:04:57,-76.240827,38.966498,-76.2408270000174,38.9664979997647
434,Station Building (with waiting room),TRAIN,29556,SC,Kingstree, ,101 East Main St., ,KTR,"Kingstree, SC", , ,2017-11-11T04:06:19,-79.829026,33.663882,-79.8290259996138,33.6638820002864
435,Curbside Bus Stop only (no shelter),BUS,12943,NY,Keene Valley, ,1770 Route 73, ,KVL,"Keene Valley, NY", , ,2018-06-22T07:04:37,-73.786232,44.188528,-73.7862320000508,44.1885279998498
436,Station Building (with waiting room),TRAIN,63122,MO,Kirkwood, ,110 West Argonne Drive, ,KWD,"Kirkwood, MO", , ,2017-11-11T04:06:20,-90.406761,38.581067,-90.4067610000972,38.5810669997627
437,Platform only (no shelter),TRAIN,15650,PA,Latrobe, ,329 McKinley Avenue,Amtrak Station,LAB,"Latrobe, PA",Amtrak Station, ,2020-10-07T04:00:01,-79.385083,40.317405,-79.3850829996249,40.3174050003341
438,Station Building (with waiting room),BUS,97850,OR,La Grande, ,2204 East Penn Avenue , ,LAE,"La Grande, OR", , ,2018-09-27T04:05:12,-118.077612,45.326472,-118.077611999769,45.3264720001228
439,Station Building (with waiting room),TRAIN,47901,IN,Lafayette, ,200 North Second Street,Amtrak Station,LAF,"Lafayette, IN",Amtrak Station, ,2019-06-12T04:03:21,-86.895901,40.419347,-86.8959009996163,40.4193469999642
440,Station Building (with waiting room),TRAIN,60525,IL,La Grange, ,25 West Burlington Avenue, ,LAG,"La Grange, IL", , ,2018-09-28T04:04:51,-87.871545,41.815634,-87.8715449998363,41.8156339997247
441,Station Building (with waiting room),TRAIN,81050,CO,La Junta, ,1 West First Street, ,LAJ,"La Junta, CO", , ,2017-11-11T04:06:21,-103.543576,37.988249,-103.543575999689,37.9882490003305
442,Station Building (with waiting room),TRAIN,33801,FL,Lakeland, ,600 East  Main Street,To/from points north,LAK,"Lakeland, FL",To/from points north, ,2018-09-14T07:04:48,-81.951874,28.045603,-81.9518739996899,28.0456030003376
443,Curbside Bus Stop only (no shelter),BUS,49946,MI,L'Anse, ,102 East Broad Street, ,LAN,"L'Anse, MI", ,Lanse,2023-06-22T02:06:26,-88.453159,46.756951,-88.4531589996724,46.7569510000269
444,Station Building (with waiting room),TRAIN,63549,MO,La Plata, ,535 North Owensby Street, ,LAP,"La Plata, MO", , ,2018-09-14T04:05:00,-92.493384,40.02922,-92.49338399976,40.0292199997067
445,Curbside Bus Stop only (no shelter),BUS,89111,NV,Las Vegas, ,5757 Wayne Newton Boulevard,McCarran International Airport,LAS,"Las Vegas, NV",McCarran International Airport,"McCarran International,McCarran Intl,McCarran Airport",2018-09-27T07:04:52,-115.148493,36.085973,-115.148493000244,36.0859729999319
446,Station Building (with waiting room),BUS,47901,IN,Lafayette, ,316 North 3rd Street,CityBus Center,LAT,"Lafayette, IN",CityBus Center, ,2023-06-09T15:08:49,-86.894444,40.420668,-86.8944439995991,40.4206679998521
447,Station Building (with waiting room),TRAIN,39440,MS,Laurel, ,230 North Maple Street, ,LAU,"Laurel, MS", , ,2017-11-11T04:06:22,-89.127933,31.692168,-89.1279329998472,31.6921679999332
448,Station Building (with waiting room),TRAIN,90012,CA,Los Angeles, ,800 North Alameda Street,Union Station,LAX,"Los Angeles, CA",Union Station,Union Station,2019-09-07T07:03:26,-118.236778,34.056177,-118.236778000024,34.0561769998625
449,Curbside Bus Stop only (no shelter),BUS,91214,CA,La Crescenta, ,6201 Honolulu Avenue, ,LCA,"La Crescenta, CA", , ,2018-09-26T04:04:56,-118.266511,34.231944,-118.266510999847,34.2319439998032
450,Station Building (with waiting room),TRAIN,70601,LA,Lake Charles, ,100 Ryan Street, ,LCH,"Lake Charles, LA", , ,2017-11-11T04:06:24,-93.217037,30.238126,-93.2170370000203,30.2381260001731
451,Station Building (with waiting room),TRAIN,62656,IL,Lincoln, ,103 North Chicago Street, ,LCN,"Lincoln, IL", , ,2017-12-07T07:04:19,-89.363051,40.148199,-89.3630510004192,40.1481990000907
452,Curbside Bus Stop only (no shelter),BUS,97367,OR,Lincoln City, ,1725 NW 44th St., ,LCO,"Lincoln City, OR", , ,2020-07-01T07:00:00,-124.010371,44.996526,-124.010370999956,44.9965260001808
453,Curbside Bus Stop only (no shelter),BUS,88005,NM,Las Cruces, ,300 West Lohman Avenue, ,LCR,"Las Cruces, NM", , ,2022-06-11T02:03:52,-106.78006,32.3055,-106.780060000223,32.3054999997969
454,Platform with Shelter,BUS,93534,CA,Lancaster, ,44812 Sierra Highway, ,LCS,"Lancaster, CA", , ,2018-09-26T04:04:57,-118.136432,34.6963,-118.136432000232,34.6962999998215
455,Curbside Bus Stop only (no shelter),BUS,04849,ME,Lincolnville, ,2512 Atlantic Highway, ,LCV,"Lincolnville, ME", , ,2018-09-26T04:04:57,-69.008642,44.282075,-69.0086420002218,44.282075000304
456,Platform with Shelter,TRAIN,88045,NM,Lordsburg, ,Center Street and East Motel Drive, ,LDB,"Lordsburg, NM", , ,2019-12-03T04:03:16,-108.707025,32.35007,-108.707025000434,32.3500699999314
457,Station Building (with waiting room),TRAIN,08083,NJ,Somerdale, ,Station Avenue & White Horse Road West, ,LDW,"Lindenwold, NJ", , ,2018-09-27T04:05:13,-75.000759,39.83383,-75.0007590000986,39.8338300002185
458,Platform with Shelter,TRAIN,64063,MO,Lee's Summit, ,217 SW Main Street, ,LEE,"Lee's Summit, MO", , ,2017-11-06T07:05:12,-94.377972,38.912623,-94.3779719996242,38.9126230001778
459,Curbside Bus Stop only (no shelter),BUS,95585,CA,Leggett, ,69501 Highway 101 North, ,LEG,"Leggett, CA", , ,2018-09-26T04:04:57,-123.727964,39.878226,-123.727964000283,39.87822599968
460,Curbside Bus Stop only (no shelter),BUS,98826,WA,Leavenworth, ,200 Ward Strasse,Wilkommen Park and Ride,LEV,"Leavenworth, WA",Wilkommen Park and Ride, ,2023-02-10T02:06:17,-120.644604,47.597678,-120.644603999675,47.5976780002356
461,Station Building (with waiting room),TRAIN,17044,PA,Lewistown, ,150 Helen Street,Amtrak Station,LEW,"Lewistown, PA",Amtrak Station, ,2019-02-14T04:03:21,-77.580047,40.588309,-77.5800470003752,40.5883090000839
462,Platform only (no shelter),TRAIN,27292,NC,Lexington, ,29 South Railroad Street, ,LEX,"Lexington Barbeque Festival, NC", , ,2018-02-18T04:04:49,-80.251565,35.820856,-80.2515650003297,35.8208559999796
463,Station Building (with waiting room),TRAIN,70501,LA,Lafayette, ,100 Lee Avenue, ,LFT,"Lafayette, LA", , ,2017-11-11T04:06:26,-92.014519,30.226548,-92.0145190002875,30.2265479998639
464,Station Building (with waiting room),BUS,J4K 2T4,QC,Longueuil, ,120 Place Charles-Lemoyne, ,LGU,"Longueuil, QC", , ,2024-08-03T02:00:00,-73.521142,45.523836,-73.52114200018,45.5238360003004
465,Station Building (with waiting room),TRAIN,59923,MT,Libby, ,100 Mineral Avenue, ,LIB,"Libby, MT", , ,2017-11-11T04:06:27,-115.54889,48.394842,-115.548889999749,48.3948419997161
466,Station Building (with waiting room),BUS,94550,CA,Livermore, ,2500 Railroad Avenue,Livermore Transit Center,LIV,"Livermore, CA",Livermore Transit Center, ,2024-04-17T09:58:04,-121.767121,37.684915,-121.767121000153,37.6849149997036
467,Station Building (with waiting room),TRAIN,33801,FL,Lakeland, ,600 East Main Street,To/from points south,LKL,"Lakeland, FL",To/from points south, ,2018-09-14T07:04:49,-81.951874,28.045603,-81.9518739996899,28.0456030003376
468,Curbside Bus Stop only (no shelter),BUS,93245,CA,Lemoore, ,300 E Street, ,LMC,"Lemoore, CA", , ,2018-09-26T07:04:47,-119.784545,36.303131,-119.784544999964,36.303130999818
469,Platform only (no shelter),TRAIN,81052,CO,Lamar, ,109 E Beech Street, ,LMR,"Lamar, CO", , ,2017-11-11T04:06:29,-102.618574,38.089623,-102.618573999893,38.0896230002548
470,Station Building (with waiting room),TRAIN,87540,NM,Lamy, ,152 Old Lamy Trail, ,LMY,"Lamy, NM", , ,2018-09-14T04:05:01,-105.879968,35.480973,-105.879968000287,35.4809729996591
471,Station Building (with waiting room),TRAIN,17602,PA,Lancaster, ,53 McGovern Avenue, ,LNC,"Lancaster, PA", , ,2017-11-11T04:06:30,-76.307714,40.054181,-76.3077140001909,40.0541809999057
472,Station Building (with waiting room),TRAIN,68508,NE,Lincoln, ,277 Pinnacle Arena Drive, ,LNK,"Lincoln, NE", , ,2017-11-11T04:06:30,-96.71317,40.815871,-96.7131699999703,40.8158709998381
473,Curbside Bus Stop only (no shelter),BUS,03251,NH,Lincoln, ,36 Main Street, ,LNN,"Lincoln, NH", , ,2018-09-27T04:05:14,-71.67471,44.038243,-71.6747100003993,44.0382429997561
474,Station Building (with waiting room),TRAIN,48823,MI,East Lansing, ,1240 South Harrison Road, ,LNS,"East Lansing, MI", ,Lansing,2017-11-06T07:05:14,-84.495962,42.718731,-84.4959619997503,42.718730999753
475,Curbside Bus Stop only (no shelter),BUS,89029,NV,Laughlin, ,2121 South Casino Drive, ,LNV,"Laughlin, NV", , ,2023-06-14T02:06:44,-114.575778,35.158568,-114.575777999972,35.1585680001829
476,Curbside Bus Stop only (no shelter),BUS,N6B 1P8,ON,London, ,352 Waterloo Street, ,LOB,"London, ON", , ,2024-07-31T02:00:00,-81.241735,42.983999,-81.2417350003407,42.9839989997768
477,Station Building (with waiting room),TRAIN,95240,CA,Lodi, ,24 South Sacramento Street, ,LOD,"Lodi, CA", , ,2017-11-11T04:06:31,-121.271887,38.133201,-121.271887000185,38.1332009999569
478,Curbside Bus Stop only (no shelter),BUS,87506,NM,Los Alamos, ,124 State Highway 4,White Rock Area,LOH,"Los Alamos, NM",White Rock Area, ,2018-09-27T04:05:15,-106.208804,35.827795,-106.208803999617,35.8277950003611
479,Curbside Bus Stop only (no shelter),BUS,93436,CA,Lompoc, ,111 South I Street, ,LOM,"Lompoc, CA", , ,2018-09-26T07:04:47,-120.459285,34.63834,-120.459284999804,34.6383399998311
480,Station Building (with waiting room),TRAIN,22079,VA,Lorton, ,8006 Lorton Road,Auto Train Station,LOR,"Lorton, VA",Auto Train Station,Washington,2017-11-06T07:05:15,-77.220942,38.708143,-77.2209419998481,38.7081430001705
481,Curbside Bus Stop only (no shelter),BUS,87544,NM,Los Alamos, ,109 Central Park Square,Central Area,LOS,"Los Alamos, NM",Central Area, ,2018-09-27T04:05:15,-106.29992,35.881799,-106.299920000308,35.8817989996985
